year,data_index,all_wedges_index,no_shock_index,efficiency_only_index,labor_only_index,investment_only_index,government_only_index,data_log_deviation,all_wedges_log_deviation,no_shock_log_deviation,efficiency_only_log_deviation,labor_only_log_deviation,investment_only_log_deviation,government_only_log_deviation
1995.0,110.62305052213605,110.62305052213617,87.23356472066763,165.12697926171333,97.19736478135522,78.40602654494589,99.7338453739936,0.10095829478595597,0.10095829478595686,-0.13658101261309952,0.5015445632274567,-0.028426586192145997,-0.24326939239027645,-0.0026650944715287395
1996.0,111.24391046285,111.24391046285005,87.18979861891644,167.40251415699885,96.90634959012426,78.06917075977358,99.72006345952924,0.10655499614752717,0.10655499614752761,-0.1370828502320025,0.5152309908135151,-0.03142514199232238,-0.24757494766491472,-0.002803290955788462
1997.0,112.54957108966818,112.54957108966823,87.14989168331296,169.27075060830353,97.00833663462328,77.96897197350741,99.7555431402309,0.11822357051481358,0.11822357051481402,-0.13754065689933448,0.5263293215878142,-0.03037326649090355,-0.24885923365144702,-0.0024475614339625196
1998.0,113.95338405691679,113.95338405691679,87.11350209197946,171.81579745442008,97.1225800265579,77.71509359921625,99.68553439578133,0.13061926699775173,0.13061926699775173,-0.1379582958661203,0.5412527719215294,-0.029196293682166363,-0.252120692663345,-0.0031496108631969832
1999.0,115.73192867443328,115.73192867443335,87.08031855645041,175.09630379866076,97.22401139021378,77.37677385724507,99.63670738573344,0.14610637102667345,0.1461063710266739,-0.13833929142390655,0.5601659439927409,-0.0281524742652568,-0.2564835297889898,-0.003639541245156863
2000.0,116.78243708856009,116.78243708856014,87.05005755130028,177.64409762050525,97.34083565347206,76.95636723554418,99.54385886937663,0.15514250570726063,0.15514250570726107,-0.1386868586448724,0.5746119111620325,-0.026951596726762173,-0.26193158402510086,-0.004571846287036774
2001.0,114.44824019278342,114.44824019278349,87.02246080227737,175.14187842489403,97.31825397029489,76.49285043981057,99.80000873943588,0.13495248408242588,0.13495248408242633,-0.13900393051256454,0.5604261933247878,-0.027183609352754434,-0.2679729078262305,-0.002001915101179197
2002.0,113.0582964508404,113.05829645084047,86.99729300764868,173.51943619797004,97.4554898598685,76.19754904347452,99.89950147949881,0.12273339748978085,0.12273339748978129,-0.1392931826721977,0.5511194313203736,-0.02577442647640682,-0.2718408885965875,-0.0010054905412415494
2003.0,112.96505935433865,112.96505935433865,86.97433977012439,174.20765655802643,97.48620595226318,75.84666786560122,99.93015620087245,0.121908375655571,0.121908375655571,-0.13955705600937307,0.5550778301511388,-0.025459295405848348,-0.27645641173728386,-0.00069868201271861
2004.0,113.95196521069369,113.95196521069369,86.95340571908378,176.1781602110264,97.45248033388052,75.6893342507862,99.90265451664949,0.1306068158093292,0.1306068158093292,-0.13979777724775655,0.5663255709725923,-0.025805307984076542,-0.2785329304411164,-0.0009739289483725599
2005.0,114.5486609405174,114.54866094051751,86.93431280491008,177.37914907639728,97.42535923936826,75.58389957904849,99.9115457853023,0.13582953310513401,0.1358295331051349,-0.14001737773952794,0.5731193407697552,-0.026083647427357803,-0.2799268940147268,-0.0008849335852278983
2006.0,114.32203286800036,114.3220328680004,86.91689874909207,176.84087614403055,97.45281017895815,75.5532709845622,100.0554981635211,0.13384912973574314,0.1338491297357436,-0.14021771060716315,0.5700801374025466,-0.025801923313740094,-0.2803322025803343,0.0005548276898585947
2007.0,113.24420454321812,113.24420454321817,86.9010156353929,175.20740570567992,97.43648544307935,75.3750824731215,100.38463282703815,0.12437640305429865,0.12437640305429909,-0.1404004663812115,0.5608002616304368,-0.025969451610918792,-0.28269343677057446,0.0038389500630864326
2008.0,110.10346743514384,110.10346743514394,86.8865286288525,170.4917452386611,97.67646644185388,75.13977435428514,100.6032473547814,0.09625035075184307,0.09625035075184396,-0.1405671872660168,0.5335166945409195,-0.02350953167766301,-0.2858201488507017,0.006014351025166231
2009.0,104.2454967112124,104.24549671121254,86.87331481069491,162.31687374257376,97.87867000224288,74.55572221526182,101.12059895119009,0.041578476743052484,0.041578476743053816,-0.14071928015378088,0.4843802495027787,-0.02144153555004502,-0.2936233909790369,0.01114366756528451
2010.0,104.07167623560395,104.07167623560399,86.86126211837983,162.29000999636307,97.99730080265718,74.52321162328306,100.92565232786308,0.03990967034087989,0.03990967034088033,-0.14085802849676998,0.4842147339353784,-0.020230250526859006,-0.29405954371580645,0.009213944221361015
2011.0,102.80934435163094,102.80934435163097,86.85026838108087,160.28920106590013,98.37560871940681,74.47077148566602,100.73597666767995,0.027706061264136217,0.02770606126413666,-0.14098460313786632,0.47180950433320357,-0.016377291524744653,-0.29476346663521813,0.007332815748276822
2012.0,102.28089017892455,102.28089017892455,86.84024044180856,160.00500248227306,97.96639398351863,74.6059247622888,100.69301009516246,0.02255266774982223,0.02255266774982223,-0.14110007219085485,0.47003489427118605,-0.020545684663049624,-0.292950261525994,0.006906198170939515
2013.0,101.62725765969374,101.62725765969377,86.83109335823697,159.24740433939596,97.67513474260748,74.71744029683268,100.73647565400448,0.016141597226662974,0.016141597226663418,-0.14120541005381604,0.4652888090496887,-0.02352316554847178,-0.29145664992366793,0.00733776914333184
2014.0,101.3392594010359,101.33925940103595,86.82274967504549,158.75040839208302,97.66059784429315,74.81671630144805,100.66898930094239,0.013303705971352997,0.013303705971353441,-0.14130150563168709,0.46216302432995526,-0.02367200568282568,-0.29012884600970423,0.0066676149784199445
2015.0,101.46584543172284,101.46584543172288,86.81513876126593,159.07593867387374,97.46156965676327,74.90416529697855,100.6729546918589,0.014552057655897066,0.01455205765589751,-0.14138916983738525,0.4642115039392154,-0.025712043051253186,-0.28896068556954013,0.0067070045942978496
2016.0,100.49362943378645,100.49362943378645,86.80819620673658,157.32408971295047,97.70840770051251,74.83625250450797,100.73521041302781,0.004924150783346626,0.004924150783346626,-0.14146914243478204,0.453137757378931,-0.023182574341959583,-0.2898677592657961,0.007325209155361279
2017.0,100.24746038931724,100.24746038931724,86.80186327231443,156.78633410824398,97.77664706469393,74.88109167255647,100.72000442919206,0.002471547102816718,0.002471547102816718,-0.14154209828128028,0.44971376320809187,-0.022484420030008057,-0.28926877496460346,0.0071742477232978885
2018.0,100.60564112502331,100.60564112502335,86.7960863889934,157.3544996138227,97.59419421785648,74.94742495513569,100.7874740108298,0.006038144906839182,0.0060381449068396265,-0.14160865302267478,0.45333103332459945,-0.02435217981115745,-0.28838331886577606,0.007843896161969788
2019.0,100.66163102403738,100.66163102403743,86.79081670152648,157.47446388679973,97.32995936407607,75.02126125593796,100.93892470120421,0.00659451852745363,0.006594518527454074,-0.14166936828833965,0.454093125080385,-0.02706333705644326,-0.2873986292131052,0.009345442016126082
2020.0,96.23993364191769,96.23993364191774,86.78600965255151,149.98724226932873,97.12344150942711,75.63699667397903,101.02475154528311,-0.03832580382816397,-0.03832580382816353,-0.141724756430607,0.40538005295326895,-0.029187423664006396,-0.27922464851257356,0.010195365634477316
2021.0,100.00004498061246,100.00004498061256,86.78162460359187,155.20838818152222,98.04975235588546,75.11908467098166,100.87274762101805,4.4980602353916765e-7,4.498060244273461e-7,-0.14177528484829693,0.4395984678618645,-0.01969515904106789,-0.28609553605340565,0.008689611936560926
2022.0,99.9369393607614,99.9369393607614,86.7776244896288,155.3579496767392,97.86450222622373,75.18978399681649,100.82086700586125,-0.0006308053082264564,-0.0006308053082264564,-0.14182137993092336,0.44056162122748876,-0.021586294377467397,-0.28515481536705867,0.008175162171782713
