year,log_z,tau_h,tau_x,log_g,log_z_linear,tau_h_linear
2003.0,-3.134487928067783,0.22515579726729706,0.21237689325613207,-6.058011003145318,-3.134487928067783,0.2333614961255508
2004.0,-3.1208143940930824,0.22531395060474713,0.2051236335397875,-6.119045961831851,-3.1208143940930824,0.23454781279887676
2005.0,-3.1144003700490734,0.22624750532527982,0.19746936765210354,-6.175376312861228,-3.1144003700490734,0.23550689708455633
2006.0,-3.1223868380663005,0.2257050917675073,0.18745905549359881,-6.183859693478518,-3.1223868380663005,0.23481964793612203
2007.0,-3.138477350887442,0.22605677862160534,0.1921519629192175,-6.111615313470872,-3.138477350887442,0.23543006508428058
2008.0,-3.1792067972504507,0.2222191690852442,0.2008263433581421,-6.062345620720483,-3.1792067972504507,0.22841790961613756
2009.0,-3.248617266906882,0.23201382488922906,0.23487121608656797,-5.874633102712147,-3.248617266906882,0.22262334947902546
2010.0,-3.2417572607953455,0.22397233837219943,0.21936100941373643,-5.9327771912532,-3.2417572607953455,0.21936712099704142
2011.0,-3.2538802639429765,0.21214182200166898,0.21080735167034506,-6.004987353165955,-3.2538802639429765,0.2084922652814542
2012.0,-3.250113059308326,0.21943933799122184,0.19109235458480406,-6.03472896238179,-3.250113059308326,0.22093775129864418
2013.0,-3.251526480006396,0.22589082486476786,0.17891268603252597,-6.034908641050626,-3.251526480006396,0.22974677583108238
2014.0,-3.2509541899154786,0.2245724272655094,0.171020124822794,-6.079408738646058,-3.2509541899154786,0.2302359027319063
2015.0,-3.2433242699746785,0.22836208808255243,0.16602339136530495,-6.103705531723397,-3.2433242699746785,0.23619113290047583
2016.0,-3.2558432591158484,0.22318362718658735,0.1739728199553719,-6.107515749786667,-3.2558432591158484,0.22882893328588627
2017.0,-3.2565624468057677,0.22079842500950597,0.1711045897004012,-6.14168665318335,-3.2565624468057677,0.2268713239056464
2018.0,-3.2473133357517288,0.22467628295088826,0.16726206028167387,-6.147524511040985,-3.2473133357517288,0.2323654182082479
2019.0,-3.2432889355579304,0.231293380224303,0.163698755827674,-6.117178242619385,-3.2432889355579304,0.24022593944824494
2020.0,-3.3122770522740668,0.23741716601683038,0.11980929096675247,-6.103783486765197,-3.3122770522740668,0.24628416267504274
2021.0,-3.254734748263394,0.21328762590420292,0.17242242603650898,-6.183298539013597,-3.254734748263394,0.21861129821709424
2022.0,-3.25096048958502,0.2173144446496511,0.16623203905825554,-6.239353636218823,-3.25096048958502,0.22429677582513624
