year,log_z,tau_h,tau_x,log_g,log_z_linear,tau_h_linear
1974.5,-5.1926767335795905,0.5969301238429292,-0.20671950402896808,-6.9473544010890205,-5.1926767335795905,0.5989150764484528
1974.75,-5.199248650189635,0.6049849848809208,-0.21068514506232414,-6.918118287454876,-5.199248650189635,0.6076871681459759
1975.0,-5.205355793495539,0.6128890320401317,-0.19107312205712162,-6.868316000635765,-5.205355793495539,0.6156353057229709
1975.25,-5.197173999439942,0.6156338259723055,-0.17826027298145194,-6.852903013892409,-5.197173999439942,0.6186032774308945
1975.5,-5.184261969083552,0.6179083307977349,-0.19372268169111995,-6.8922624625901605,-5.184261969083552,0.6253064945672355
1975.75,-5.184361062258067,0.6159011294232151,-0.19684589509949668,-6.894148990823291,-5.184361062258067,0.6221517282364513
1976.0,-5.170977915753504,0.6144206581529463,-0.20601385942745665,-6.934270614215712,-5.170977915753504,0.6225868921381554
1976.25,-5.171082291689861,0.6153947565393311,-0.21236902562964782,-6.958301035949986,-5.171082291689861,0.6253777814650456
1976.5,-5.176385257059036,0.6124998632769932,-0.21209453163934283,-6.982737250046272,-5.176385257059036,0.6232137903474824
1976.75,-5.181364619239991,0.6101172358234044,-0.2121534705401071,-6.992024172409074,-5.181364619239991,0.6204613608477241
1977.0,-5.17824634591483,0.6097383996482337,-0.22184704672121075,-7.040999105470246,-5.17824634591483,0.6221018589657349
1977.25,-5.1774960378949455,0.6065878309640511,-0.2273730142954362,-7.040705896655024,-5.1774960378949455,0.6160567595507634
1977.5,-5.169011413494664,0.6063400187872909,-0.22634648796463322,-7.037492800414789,-5.169011413494664,0.6149689517124569
1977.75,-5.188859394101254,0.6012774207655394,-0.23350973916257745,-7.0680777650260955,-5.188859394101254,0.6094706454851028
1978.0,-5.199060360537692,0.5971244725136602,-0.2342725633010511,-7.102104681629064,-5.199060360537692,0.6060175557846466
1978.25,-5.174693031112858,0.5955557731841388,-0.22809632853464432,-7.056990716957664,-5.174693031112858,0.5995298386805383
1978.5,-5.178381124924599,0.5941198691337362,-0.2318536811290098,-7.065241282258393,-5.178381124924599,0.597454531737429
1978.75,-5.177043562974345,0.5942509491011436,-0.2338271852538857,-7.052429416589903,-5.177043562974345,0.5962677996753756
1979.0,-5.190919656054971,0.5900637942818933,-0.2339595659029387,-7.056434712866988,-5.190919656054971,0.5916970727840232
1979.25,-5.20171746538327,0.5881312402714924,-0.238151656959302,-7.079317013862162,-5.20171746538327,0.5905534217842012
1979.5,-5.210572372884101,0.5823527779301064,-0.23693961253414214,-7.089527798428275,-5.210572372884101,0.5836648904078311
1979.75,-5.220196858443452,0.5774937584696338,-0.2314864397214422,-7.095288577503959,-5.220196858443452,0.5789185834287893
1980.0,-5.222131478219073,0.5781645712425714,-0.23151889953375893,-7.112155083715054,-5.222131478219073,0.5811314887161394
1980.25,-5.253424625469868,0.581060853735192,-0.22773831766305516,-7.0444950106409605,-5.253424625469868,0.5832524865424877
1980.5,-5.25978725584124,0.581140580875172,-0.21701053608504137,-7.019882808216877,-5.25978725584124,0.5826399609150241
1980.75,-5.250501187268888,0.5793088558782459,-0.22462893144131713,-7.0535792762863885,-5.250501187268888,0.5815402728795833
1981.0,-5.231714290031233,0.5865768352521428,-0.23777596706191872,-7.066953772097335,-5.231714290031233,0.5900672064141491
1981.25,-5.250431331933163,0.5851601433330851,-0.2368058710400817,-7.058363756049756,-5.250431331933163,0.5885701151636364
1981.5,-5.240561886578528,0.5917168818640131,-0.24652034626708175,-7.055048499639579,-5.240561886578528,0.5959065732907198
1981.75,-5.264757732238559,0.589230734227471,-0.24989091221941725,-7.0667464035152685,-5.264757732238559,0.593822966861514
1982.0,-5.28116590382097,0.5916206676212088,-0.243948455649782,-7.067141295697544,-5.28116590382097,0.5983119500927185
1982.25,-5.288941083630901,0.5906810787819979,-0.2459020718502816,-7.048308584190835,-5.288941083630901,0.5953576126389362
1982.5,-5.295766979156644,0.5898618312268813,-0.246350141831964,-7.092043488076718,-5.295766979156644,0.5973037018756457
1982.75,-5.296321414377306,0.5881458954566432,-0.22841021960662386,-7.084082218467336,-5.296321414377306,0.5953227350261072
1983.0,-5.287804760856232,0.5874048513276209,-0.22202722435486963,-7.0724872202124685,-5.287804760856232,0.5937679434566736
