 1948 1949 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987
 142047 141952 155373 181539 196285 210346 209288 225826 244638 257642 259621 281041 296444 305326 327174 345256 370707 399513 442620 475156 524325 577617 617192 658848 725122 811221 890186 949046 1059254 1180424 1335989 1500762 1651747 1825725 1925987 2042735 2255924 2425208 2570691 2755593
 141961 141895 155292 181525 196283 210351 209341 225891 244720 257720 259693 281122 296599 305470 327269 345319 370761 399508 442596 475126 524313 577595 617169 658827 725123 811234 890208 949089 1059291 1180486 1336088 1500832 1651844 1825879 1926179 2042908 2256135 2425423 2572473 2756949
 121568 119210 131357 150784 161267 174438 172743 187287 203496 213708 212109 231250 243053 248146 265676 279365 299218 322565 355856 378839 416569 459156 484956 513892 566844 639045 701163 737249 828843 929492 1062919 1203101 1320264 1459785 1530351 1621126 1795815 1927610 2045769 2198185
 3319 3143 3184 3340 3314 3210 3097 3087 3129 3235 3430 3516 3693 3888 4056 4201 4326 4528 4684 4771 5048 5453 5761 5897 6255 7460 8602 9204 10494 11236 12505 13999 15135 15660 17069 17294 18398 19592 20012 21535
 3000 2817 2821 2932 2868 2746 2606 2598 2611 2710 2871 2951 3092 3224 3318 3412 3456 3557 3622 3628 3769 4021 4213 4208 4345 5122 5984 6477 7339 7787 8163 8869 9190 8986 10002 9635 9697 9830 9186 9412
 319 326 363 408 446 464 491 489 518 525 559 565 601 664 738 789 870 971 1062 1143 1279 1432 1548 1689 1910 2338 2618 2727 3155 3449 4342 5130 5945 6674 7067 7659 8701 9762 10826 12123
 3597 3182 3503 3989 4058 4182 3842 4160 4673 4829 4321 4416 4441 4368 4426 4460 4650 4857 5135 5304 5568 6170 6692 6964 7691 8567 10414 12870 14560 16875 20014 23950 29130 36336 38229 34066 35956 35389 31068 29644
 354 343 374 456 507 568 514 580 661 688 557 550 652 635 619 606 648 683 738 700 778 899 998 997 1066 1192 1431 1588 1761 1907 2202 2660 2966 3482 2657 2154 2078 1781 1626 1796
 1953 1520 1723 1882 1684 1618 1246 1322 1501 1528 1233 1203 1154 1032 1025 1055 1100 1151 1210 1280 1279 1456 1740 1854 2203 2422 2970 4166 4782 5434 6009 7254 7919 8364 9104 7757 8261 7875 7734 7579
 998 1018 1068 1252 1432 1525 1599 1728 1914 2001 1903 1994 1953 2006 2053 2056 2127 2171 2275 2390 2537 2773 2852 2951 3185 3567 4467 5497 6259 7568 9528 11439 15457 21569 23623 21261 22460 22424 18302 16588
 292 301 338 399 435 471 483 530 597 612 628 669 682 695 729 743 775 852 912 934 974 1042 1102 1162 1237 1386 1546 1619 1758 1966 2275 2597 2788 2921 2845 2894 3157 3309 3406 3681
 7660 7488 8622 10662 11594 12191 12449 13404 14915 15337 15149 16617 17240 17708 18962 20271 22107 24158 26667 27795 31125 35150 37435 40695 44404 50466 53859 52779 57824 64664 76012 87895 92143 95958 94530 98722 112984 125858 136715 145577
 49451 47054 53622 63683 68868 76423 72912 80038 86491 90255 86473 95800 99430 99628 107881 112457 119913 129442 144499 151443 165530 179708 180943 184966 203469 230172 249923 251782 286176 323806 364697 408081 435512 476155 477314 494965 546195 572046 587729 609813
 27602 25519 30077 37680 41566 47201 43593 48729 53077 55572 51715 58212 60457 59760 65753 68950 73933 80757 91655 95724 104785 114046 112636 113989 126984 146690 159507 158366 180257 206345 235065 265687 281215 307417 301712 310049 348060 366256 373612 384631
 2025 1807 2151 2467 2475 2482 2361 2644 2748 2528 2513 2864 2807 2687 2868 3049 3354 3537 3751 3869 4371 4823 5025 5608 6216 7021 7183 6788 8284 9713 11140 12254 11911 12319 11575 13463 15016 15525 16408 17695
 963 917 1130 1195 1276 1356 1288 1459 1549 1591 1540 1728 1755 1716 1876 1962 2140 2333 2618 2650 2940 3184 3123 3285 3794 4300 4446 4098 4764 5417 6172 6730 6969 7545 7461 8294 9513 10096 10736 11619
 1708 1637 1889 2247 2236 2453 2433 2740 2967 3045 3009 3411 3523 3475 3696 3898 4191 4410 4756 4824 5228 5791 6020 6384 7103 8045 8657 8575 9657 10933 12500 13848 14273 15088 14498 15140 16581 17018 17659 18362
 4373 3890 4797 5865 5867 6674 5931 7209 7879 8283 7202 8031 8439 8084 8663 8964 9925 10736 11654 11550 12525 13735 13740 13778 15502 18236 20803 20392 22873 25837 29085 32748 32972 35937 30919 28380 29806 28320 27142 28262
 3700 3467 4139 5057 5491 6287 5827 6447 6960 7379 6797 7529 7816 7718 8443 8830 9565 10432 11821 12613 13901 15218 14976 15067 16805 19304 20983 20735 23371 26380 29759 33293 34679 37484 35971 36292 40270 42303 42689 43298
 4980 4350 4853 6666 7439 7952 7262 7780 9020 9337 8267 9467 9867 9794 10918 11458 12674 14126 16425 17313 18435 20526 20917 20244 22783 26883 30736 31378 34666 39438 45505 53223 58674 64946 63228 60368 68510 71356 69857 73486
 3280 2940 3510 4403 5066 5885 5417 5926 6660 7101 6998 8438 9121 9459 10465 10533 10845 11878 13863 14950 16140 17702 17895 17679 19173 22307 24138 23531 26653 30256 34940 39872 44212 48846 51334 56052 64587 68855 69993 71229
 2663 2767 3511 3937 4031 5013 4412 5544 5190 5277 4521 5104 5506 4959 5877 6534 7052 8232 8822 8449 10295 10880 9901 12018 13784 16337 15826 15094 19470 23740 26478 28068 25752 27479 26099 30027 35937 39811 40719 38382
 1789 1738 1796 3124 4687 5692 5341 5446 6209 6930 6815 7206 7007 7201 7979 8574 8791 9226 11342 12446 13314 13861 12560 11368 12371 13563 14912 15805 16934 19225 22174 26144 29952 33279 34425 34812 38332 42116 46067 48832
 906 872 1032 1350 1585 1817 1779 1905 2153 2346 2337 2578 2696 2740 2915 3036 3142 3428 3985 4335 4687 5150 5223 5216 5785 6655 7446 7618 8658 10052 11355 13021 15032 17233 18701 19467 20966 22379 23528 24203
 1215 1134 1269 1369 1413 1590 1542 1629 1742 1755 1716 1856 1920 1927 2053 2112 2254 2419 2618 2725 2949 3176 3256 3342 3668 4039 4377 4352 4927 5354 5957 6486 6789 7261 7501 7754 8542 8477 8814 9263
 21849 21535 23545 26003 27302 29222 29319 31309 33414 34683 34758 37588 38973 39868 42128 43507 45980 48685 52844 55719 60745 65662 68307 70977 76485 83482 90416 93416 105919 117461 129632 142394 154297 168738 175602 184916 198135 205790 214117 225182
 5356 5457 5792 6399 6745 7163 7417 7767 8269 8544 8761 9266 9709 9935 10281 10517 11031 11417 12100 12717 13514 14405 15352 16047 16796 17893 19624 20931 23280 25515 27879 30478 33109 35656 37481 38395 39792 41172 42934 44928
 215 229 241 278 295 314 326 339 362 374 387 406 437 435 458 473 500 507 522 549 587 609 679 707 748 847 937 1003 1120 1198 1393 1513 1700 2019 2164 2254 2280 2409 2368 2519
