 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000
 2755593 2973804 3151043 3351035 3454932 3644756 3814383 4016183 4202477 4395585 4651280 4989641 5310732 5715222
 2756949 2974671 3152328 3353342 3457683 3648092 3818089 4020598 4206985 4400135 4656151 4994637 5315840 5720399
 2198185 2378123 2517866 2670768 2735913 2895132 3040580 3217635 3382805 3550510 3773522 4079585 4361701 4711427
 21535 24317 26294 29893 30279 30637 32755 34759 36998 39815 42881 46375 49788 51610
 9412 10663 11502 13550 13358 13118 14311 14559 15676 16576 17563 18648 19341 19539
 12123 13654 14792 16343 16921 17519 18444 20200 21322 23239 25318 27727 30447 32071
 29644 30533 30046 32156 32903 32315 32080 32473 32501 33365 35245 35779 34287 36427
 1796 2182 2488 2678 2754 2806 2753 2749 3103 3202 3190 2963 2907 2583
 7579 7089 6659 7163 6861 6634 6049 6222 5905 5736 5653 5510 5176 4853
 16588 17253 16870 18185 19322 18824 19079 19064 18863 19670 21429 22041 20766 23437
 3681 4009 4029 4130 3966 4051 4199 4438 4630 4757 4973 5265 5438 5554
 145577 157814 164828 170516 160263 159217 165854 182607 193135 208199 220889 246190 272859 298156
 609813 650486 673629 690347 696098 725851 754506 793541 813336 822405 852365 896419 926346 979364
 383833 410735 423254 428312 425941 441233 460546 488644 503960 508042 529924 562754 586031 625200
 17991 19415 19479 19390 18497 19777 21214 23110 23806 24805 25817 27167 28684 29114
 11619 12354 12733 12983 12401 13316 14199 15008 15436 15682 16535 17734 18751 19679
 17506 18550 19094 19323 18512 19299 20100 21490 22005 22820 23487 24589 25805 27587
 28262 31177 31906 31913 30709 31664 33924 35579 35570 35852 36042 36802 37238 38039
 43362 46577 47890 49165 48898 50887 52486 56565 58508 59626 61786 64630 66579 69261
 74431 79409 83086 84677 84898 87577 90236 96130 99610 103632 110141 117081 121437 132421
 58537 60849 62887 62961 63907 65138 69117 73893 77527 80905 85705 91371 97908 114128
