 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000
 38382 42732 41787 40714 40010 45786 55253 63251 68308 58037 58375 65120 68747 70240
 47980 49216 52036 53981 53258 52087 47935 46292 44911 45627 49100 51999 51930 51495
 36500 40202 41674 42309 43757 43979 43907 44183 44653 47211 48777 51454 53497 57158
 9263 10254 10682 10896 11094 11723 12175 13143 13626 13845 14159 14807 15455 16078
 225980 239751 250375 262035 270157 284618 293960 304897 309376 314363 322441 333665 340315 354164
 44928 46841 48539 51040 53655 55712 57507 59382 60400 61472 62478 64862 66427 69907
 2519 2598 2708 2672 2714 2810 2687 2667 2964 2900 2928 2787 2755 2928
 15513 16071 16635 16593 16809 18007 18664 19245 18783 18623 18878 18796 18255 18020
 18174 18884 19537 19573 19898 20832 20914 21370 20858 20195 19855 19288 18449 17706
 24124 25423 26657 27766 28372 29981 30951 31986 32415 32978 33383 33777 34486 34956
 42374 46462 48428 51135 51959 54060 55814 58621 59987 61849 64088 67514 69705 73078
 43525 47795 50377 53895 56594 60142 62168 63841 65750 67418 70667 74124 77226 83376
 8889 8392 8603 9281 9746 10334 10558 10676 9851 9721 9772 10254 10035 9759
 23252 24464 26003 27169 27540 29822 31719 34124 35528 36524 37755 39718 40501 41988
 2682 2821 2888 2911 2870 2918 2978 2985 2840 2683 2637 2545 2476 2446
 192050 200283 208526 221470 229428 239786 250188 267317 275111 285015 299385 321871 349835 374286
 102968 108112 113715 120496 124341 130457 135900 145034 150057 156530 163507 176899 187689 197912
 16845 15457 15285 14948 15182 15845 15455 15395 15312 15652 15752 16946 17118 16714
 5524 6023 6382 6870 7295 7705 8182 8817 9320 10053 10495 11245 11938 12717
 42910 41627 43182 44933 45648 48191 50314 54631 56608 58494 62099 66363 70608 74050
 6425 6275 6391 6866 7338 7341 7584 7802 7761 7873 8349 8785 9066 9642
 22787 29264 32254 35743 37240 38978 41161 43955 45674 48637 49875 55055 59506 63680
 848 902 899 982 1061 1162 1155 1117 1034 971 969 993 996 1014
 7629 8564 9322 10154 10577 11235 12049 13317 14348 14850 15968 17512 18457 20095
 49715 51571 52311 55907 57276 59013 61756 68958 71762 75252 82157 89306 103592 114048
 39225 40765 41105 43387 44632 45625 47418 53246 54078 56822 62592 67147 78628 86831
 10490 10806 11206 12520 12644 13388 14338 15712 17684 18430 19565 22159 24964 27217
 39367 40600 42500 45067 47811 50316 52532 53325 53292 53233 53721 55666 58554 62326
 181198 198924 213173 222670 227253 239150 244961 260735 275996 288768 307479 335828 359562 385575
 262580 281177 295397 308450 315539 332526 343113 363366 382046 398276 426010 448698 478448 510440
 204635 221495 229281 243604 253477 275445 300522 311437 322831 351798 377552 427064 458737 498251
 57892 61900 64932 67720 68048 71175 74165 77344 78887 82740 87566 94748 98455 99805
 11869 12493 12835 13816 14691 17471 21644 21532 22087 25330 29516 38489 40693 41464
 32575 33709 31483 32872 35583 44947 54370 54434 58857 72063 79430 93919 107255 131202
 44336 47857 50921 55867 60359 63960 67118 70169 72391 75441 78125 86513 91244 94392
 18967 21428 22604 24518 25476 26116 27259 29306 30585 32424 34456 36703 38702 41041
 29753 32984 34737 35770 35643 36859 38512 40920 41730 44526 47750 53850 57611 61865
 9243 11124 11769 13041 13677 14917 17454 17732 18294 19274 20709 22842 24777 28482
 551153 613094 676692 751662 790673 860205 916601 971400 1050851 1122869 1211716 1321361 1431839 1577318
 22807 25068 27239 29517 29948 31210 32471 34060 36465 38117 39609 42801 46302 49465
 15596 16857 17925 19289 19896 20810 21577 22134 23154 24167 25441 26861 28433 30063
 85678 96918 108963 121570 123876 136892 152743 168902 193179 220399 256124 301202 351894 412399
 17271 18943 20317 22148 21767 22660 24119 25889 27675 30089 32091 34235 36982 39863
 7712 8756 9725 10508 9454 10047 10694 10214 11251 12050 12458 13264 13531 13967
 8274 8597 9685 11323 11439 11819 13161 14444 16689 17976 20220 21776 22496 23892
 16022 17577 19414 22465 23789 26638 29227 31417 34200 36934 40283 43513 47211 51309
 177576 196187 215901 243084 266803 294021 308215 323920 342392 365617 378558 393083 408364 429364
 35985 41364 44907 48941 50971 54423 55250 56744 61842 55150 62903 67834 72151 79036
 29145 31938 34776 37452 40545 43607 46410 49156 52221 54500 57563 62390 66820 72549
 45614 51604 57172 63304 68830 73844 80333 86480 90118 94666 99414 106341 114661 125465
 20105 22586 25638 29091 32427 36056 39142 42370 45556 47894 50415 55337 59254 64859
 25509 29018 31534 34213 36403 37788 41191 44110 44562 46772 48999 51004 55407 60606
 81764 90971 101745 112682 114227 124103 131663 136945 149777 161195 175017 194081 210280 236375
 7709 8314 8923 9379 9128 10131 10738 11095 11888 12009 12035 13980 12714 13571
 558764 596548 634462 682574 721770 752960 777509 802963 824180 849625 882629 915052 954139 1008972
 204493 215365 224556 236666 250602 258642 259362 259572 257688 263231 266816 270161 277790 293671
 170292 177973 185701 193865 205860 210697 211929 209935 206903 211001 213247 215262 221797 233438
 85397 91463 96989 103268 110426 115822 122196 123851 123674 124935 127331 129828 134869 142648
 84895 86510 88712 90597 95434 94875 89733 86084 83229 86066 85916 85434 86928 90790
 34201 37392 38855 42801 44742 47945 47433 49637 50785 52230 53569 54899 55993 60233
 354271 381183 409906 445908 471168 494318 518147 543391 566492 586394 615813 644891 676349 715301
 329614 354623 381571 415502 439244 461065 483892 507050 528907 548416 576759 604420 634016 670666
 173480 186343 200423 218022 230555 240884 253509 265530 278484 290650 307530 323707 340484 361349
 156134 168280 181148 197480 208689 220181 230383 241520 250423 257766 269229 280713 293532 309317
 24657 26560 28335 30406 31924 33253 34255 36341 37585 37978 39054 40471 42333 44635
 -1356 -867 -1285 -2307 -2751 -3336 -3706 -4415 -4508 -4550 -4871 -4996 -5108 -5177
 994 995 1017 1172 1290 1425 1434 1543 1761 1756 1802 1934 2210 2341
 2350 1862 2302 3479 4041 4761 5140 5958 6269 6306 6673 6930 7318 7518
 173329 195107 214605 237948 257530 279543 297020 313286 330327 348558 363230 383786 403324 431959
 2074302 2236305 2358949 2492477 2541691 2683669 2810937 2975768 3125172 3275584 3485352 3772521 4037362 4364797

