 1948 1949 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987
 99119 95610 100064 108525 110757 112184 107712 111238 113637 113304 109709 113164 114721 114607 118097 120093 122889 127604 133972 136172 139143 143024 140823 140043 144127 150314 150547 146463 150687 155780 163054 168335 167061 167650 164379 166500 174884 179072 180772 186340
 99104 95641 100072 108639 110898 112346 107976 111525 113932 113581 109975 113443 115018 114867 118286 120243 123020 127648 134003 136203 139176 143070 140865 140083 144171 150364 150591 146515 150739 155828 163112 168381 167111 167779 164512 166646 175036 179222 180911 186477
 85994 81615 85610 90507 91235 92832 88794 92621 94903 94209 90561 94214 95250 94412 97022 98606 100684 104577 109020 109879 112041 115449 113398 112733 116852 122748 122511 117960 122058 126966 133629 138667 137020 138080 134903 137238 145351 148952 149915 155059
  6159 5720 5949 5778 5557 5370 5064 4997 4663 4442 4464 4372 4402 4428 4315 4291 3898 3702 3396 3152 3053 3073 3060 3023 3076 3206 3352 3291 3426 3400 3358 3543 3550 3521 3221 3487 3363 3199 3160 3297
 5870 5434 5656 5465 5237 5064 4758 4693 4350 4129 4157 4068 4076 4079 3942 3898 3482 3256 2934 2668 2549 2552 2543 2503 2500 2553 2709 2712 2763 2682 2531 2624 2622 2564 2293 2506 2325 2046 1949 1980
  289 286 293 313 320 306 306 304 313 313 307 304 326 349 373 393 416 446 462 484 504 521 517 520 576 653 643 579 663 718 827 919 928 957 928 981 1038 1153 1211 1317
 1897 1638 1713 1766 1718 1657 1487 1572 1657 1625 1415 1398 1363 1300 1279 1261 1259 1281 1283 1244 1237 1279 1283 1241 1270 1298 1439 1520 1578 1699 1811 1961 2116 2350 2238 1900 2000 1956 1597 1495
 4537 4278 4701 5323 5496 5333 5224 5498 5831 5611 5438 5723 5627 5609 5771 5980 6200 6513 6742 6675 6853 7273 7073 7158 7409 8003 7791 6873 7045 7522 8372 8925 8485 8142 7594 7699 8688 9423 9552 9709
 30409 27750 30123 32600 33219 34716 31815 33621 34139 33570 30636 32734 32607 31762 33201 33510 34212 36047 38540 38440 38928 39544 37004 35478 36964 39065 38270 34579 36241 37684 39381 40257 38466 38385 35202 35303 37497 37208 36528 36814
 16411 14469 16213 18385 19003 20243 17956 19241 19673 19373 17063 18534 18457 17717 18819 19117 19642 20981 22876 22768 22968 23385 21438 20248 21421 23201 22856 20192 21161 22291 23693 24516 23147 23094 20735 20657 22455 22431 21747 21749
 13998 13281 13910 14215 14216 14473 13859 14380 14466 14197 13573 14200 14150 14045 14382 14393 14570 15066 15664 15672 15960 16159 15566 15230 15543 15864 15414 14387 15080 15393 15688 15741 15319 15291 14467 14646 15042 14777 14781 15065
 8506 7931 7848 8266 8233 8330 7946 8140 8338 8285 7735 7809 7802 7613 7640 7660 7788 7966 8235 8301 8440 8691 8738 8606 8716 9020 8996 8569 8587 8853 9285 9654 9523 9472 9190 9053 9498 9802 9774 10084
 6113 5543 5466 5789 5720 5730 5336 5471 5558 5481 5025 5125 5087 4926 4949 4953 5026 5118 5277 5290 5375 5432 5309 5202 5234 5428 5388 5047 5088 5253 5510 5705 5460 5305 4960 4911 5348 5642 5656 5989
 1367 1347 1330 1394 1429 1493 1500 1550 1639 1658 1549 1530 1553 1526 1533 1541 1588 1654 1748 1779 1810 1970 2094 2050 2112 2182 2193 2133 2117 2189 2296 2421 2497 2558 2586 2471 2454 2416 2392 2357
  1026 1041 1052 1083 1084 1107 1110 1119 1141 1146 1161 1154 1162 1161 1158 1166 1174 1194 1210 1232 1255 1289 1335 1354 1370 1410 1415 1389 1382 1411 1479 1528 1566 1609 1644 1671 1696 1744 1726 1738
 5461 5282 5304 5608 5701 5749 5684 5818 6037 6058 6021 6198 6335 6360 6472 6563 6721 6996 7277 7395 7545 7816 7940 7958 8206 8556 8581 8403 8673 9018 9541 9992 9997 10232 10049 9946 10428 10781 10723 10960
 13213 13210 13563 14362 14449 14465 14371 14712 15084 15035 14855 15387 15807 15599 15959 16351 16848 17411 17956 18305 18792 19444 19684 20077 20680 21542 21513 21588 22421 23172 24170 24643 24029 23810 23938 24577 26231 27218 26965 28500
  3280 3327 3469 3620 3750 3896 4023 4212 4390 4488 4575 4687 4826 4932 5039 5177 5331 5532 5695 5863 6166 6453 6650 6791 7002 7352 7532 7590 7757 8125 8676 9082 9329 9483 9355 9545 10103 10716 11124 11610
 12532 12479 12940 13184 13112 13316 13180 14051 14764 15095 15422 15906 16481 16809 17346 17813 18427 19129 19896 20504 21027 21876 21966 22401 23529 24706 25037 25547 26330 27493 29035 30610 31525 32685 34116 35728 37543 38649 40492 42590
 13110 14026 14462 18132 19663 19514 19182 18904 19029 19372 19414 19229 19768 20455 21264 21637 22336 23071 24983 26324 27135 27621 27467 27350 27319 27616 28080 28555 28681 28862 29483 29714 30091 29699 29609 29408 29685 30270 30996 31418
 11624 12457 12899 16500 17873 17764 17431 17144 17256 17558 17549 17312 17785 18430 19207 19559 20209 20879 22650 23917 24664 25084 24831 24691 24676 24927 25305 25756 25892 26113 26647 26779 27097 26709 26629 26476 26674 27162 27772 28128
 1486 1569 1563 1632 1790 1750 1751 1760 1773 1814 1865 1917 1983 2025 2057 2078 2127 2192 2333 2407 2471 2537 2636 2659 2643 2689 2775 2799 2789 2749 2836 2935 2994 2990 2980 2932 3011 3108 3224 3290
 15 -31 -8 -114 -141 -162 -264 -287 -295 -277 -266 -279 -297 -260 -189 -150 -131 -44 -31 -31 -33 -46 -42 -40 -44 -50 -44 -52 -52 -48 -58 -46 -50 -129 -133 -146 -152 -150 -139 -137

