 1929 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001
 0 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.3 0.3 0.3 0.8 7.2 26 37.4 35.4 22.7 1.5 0.9 2 2.9 2.4 9.1 13.4 14.7 12.1 10.1 10.5 10.5 11.3 13.7 12.3 13.9 14.5 12.6 11.5 10.1 12.3 14.3 13.2 12.5 12.3 9.7 11.2 11.3 12.3 14.5 15.3 16.7 17.8 21.4 24.3 28.9 34.7 41.9 48.7 57.5 62.9 66.4 61.3 62.7 65.9 63.4 61.6 55.7 54 53.1 54.6 48.4 49.4 52.7 53.5 56.8
 0 0 0.1 0 0 0.1 0.1 0.2 0.2 0.2 0.2 0.6 3.6 10.3 5.8 2.5 1.7 0.3 0.2 0.4 0.4 0.5 2 3.3 3.3 2.7 2.1 2.1 2.3 2.6 2.5 2.2 2.4 2 1.6 1.3 1.1 1.3 1.2 1.2 1.5 1.3 1.8 1.8 2.1 2.2 2.3 2.1 2.4 2.5 2.5 3.2 3.2 4 4.8 4.9 6.2 6.8 7.7 7.4 6.4 6.1 4.6 5.2 5.1 5.7 6.3 6.7 5.7 5.4 5.3 5.3 5.3
 0 0 0 0 0 0 0 0.1 0.1 0.1 0.2 0.2 3.6 15.7 31.5 33 21 1.2 0.8 1.6 2.6 1.9 7.1 10.1 11.4 9.4 8 8.4 8.2 8.7 11.2 10.1 11.5 12.5 11 10.2 8.9 11.1 13.1 11.9 11 10.9 7.9 9.4 9.2 10.1 12.1 13.2 14.4 15.3 18.9 21.1 25.7 30.8 37.1 43.8 51.3 56.1 58.8 53.9 56.3 59.8 58.8 56.3 50.7 48.3 46.9 47.9 42.7 44 47.4 48.2 51.5
 0.8 0.8 0.9 0.9 1.4 2.4 2.3 4.2 3.7 4.2 4.4 3.9 3.6 2.9 2.2 2.4 2.1 3.6 4.3 5.8 7.8 6.4 5.8 6.8 8.4 8 7.9 7.4 7.6 8.4 11.4 10.7 11.3 14.1 15.8 18 19.7 20.7 21 21.8 23.5 25.5 28.6 32.2 33.9 38.5 44.2 47.4 53.5 59.8 65 75.6 84 84.5 92 92.8 101 106.5 109.3 106.8 119.3 133.6 142.9 156 162.4 165.9 170.9 174.6 185.6 190.1 199.5 214.8 216.6
 0.6 0.6 0.7 0.6 0.9 1.6 1.2 3.3 2.8 3.3 3.6 3.1 2.2 1.9 1.4 1.9 1.4 3.2 3.5 4.8 6.3 4.8 4.2 5.2 7.1 6.8 7 6.2 6.2 6.8 9.8 8.7 8.9 11.2 12.3 13.9 15 15.8 16.9 18 19.9 21.7 24.4 27.6 29 32.9 37.7 40.1 45.5 50.1 54.7 63.6 71 71.7 77.4 77.1 84.1 89 89.9 88.2 99.1 111 118.1 128.8 133.4 138.6 141.8 142.9 152.7 153.4 157.8 171.8 171.9
 0 0 0 0 0 0.1 0.1 0 0 0.1 0 0.1 0.2 0.1 0 -0.1 -0.4 -0.4 -0.2 -0.1 0 0 0 0 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 -0.1 0 0.1 0.2 0.2 0.2 0.1 -0.1 -0.2 -0.2 -0.2 -0.3 -0.5 -0.5 -0.4 -0.6 -0.7 -0.8 -1 -0.4 -0.2 0.1 0.1 0.1 0 -0.2 -0.2 -0.5 -0.4 -0.1 0 0.3 0.5 1 0.9 1.1 1.2 -0.4 1 1.3 1.1
 0.1 0.1 0.1 0 0.1 0.2 0 0.1 0.2 0.2 0.5 0.4 0.3 0.7 -0.2 0.8 0.1 0.3 0.3 0.8 2.1 0.5 0.1 0.4 2.3 2.2 2.4 0.7 0.7 0.6 3.2 1 0.3 1.4 1.1 1 1.1 0.3 1.1 1.8 2.9 1.9 2 2.3 1.8 2.5 2.7 3.3 3.8 3.9 3.9 5.6 9.4 7.3 8.8 5 8.2 11.7 6 -0.9 4.8 4.6 5.2 6.1 6.6 6.6 6.5 6.1 7.9 8.1 5.8 6.9 6.7
 0 0 0 0 0 0 0 0 0 0 0.3 0.3 0.2 0.6 -0.4 0.5 -0.4 -0.5 0.1 0.3 1.5 0.3 -0.4 0.2 2 1.9 2 0.2 -0.1 0.3 2.1 0.2 -0.8 0.3 -0.2 -0.4 -0.4 -1.5 -0.9 0.2 0.7 -0.4 -0.3 -0.4 -0.7 -0.5 0.3 0.2 0.4 0 0 1.5 0.9 1.7 2.5 -1.8 2.2 6.4 -0.2 -7.1 -0.8 -1.5 0.2 -0.6 -0.3 -0.5 -0.2 -0.4 -0.1 0.1 -0.2 0.8 0.2
 0.1 0.1 0.1 0 0.1 0.2 0 0.1 0.2 0.2 0.2 0.1 0.1 0.1 0.2 0.2 0.4 0.8 0.2 0.5 0.6 0.3 0.5 0.3 0.3 0.3 0.4 0.6 0.8 0.4 1.1 0.9 1.1 1.1 1.3 1.4 1.5 1.8 2 1.7 2.2 2.3 2.3 2.7 2.5 3 2.4 3.1 3.4 3.8 4 4.1 8.5 5.7 6.3 6.8 5.9 5.3 6.2 6.2 5.6 6.1 5 6.8 6.9 7.2 6.8 6.5 8 8 6 6.1 6.5
 0.6 0.6 0.6 0.5 0.8 1.4 1.1 3.1 2.6 3.1 3 2.7 1.8 1.1 1.6 1.3 1.8 3.3 3.5 4.1 4.3 4.3 4.2 4.8 4.8 4.8 4.7 5.6 5.7 6.2 6.7 7.8 8.7 9.8 11.2 12.7 13.7 15.3 15.7 16.2 17.2 20 22.7 25.7 27.7 31 35.4 37.4 42.4 47 51.8 58.4 61.9 64.3 68.5 72.1 75.9 77.5 84 89.5 94.6 106.4 112.9 122.4 126.3 131 134.3 135.7 143.6 145.6 151 163.6 164
 0.3 0.4 0.4 0.4 0.6 1.1 0.9 2.7 2.2 2.6 2.5 2.2 1.3 0.4 0.6 0.3 0.6 2.1 2.5 2.6 2.9 3.1 3 3.1 3 2.8 3.1 3.4 3.7 4.2 4.3 4.8 5.2 5.6 6.3 6.8 7.3 7.8 8.4 9.3 10 11.5 13.2 14.6 15.8 17.8 20.3 22.9 26.1 28.1 29.9 33.7 36 37.5 39.5 41.4 43.2 43.9 46.3 50.5 53.3 58.6 63.2 66.8 72.4 74.3 75 76.4 79.1 82.4 86.9 93.5 96.1
 0 0 0 0 0.1 0.1 0.1 0.2 0.2 0.2 0.2 0.2 0.3 0.4 0.4 0.4 0.4 0.5 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.7 0.7 0.7 0.7 0.8 0.9 1 1.2 1.4 1.6 1.8 1.9 2.1 2.3 2.4 2.6 2.9 3.3 3.5 3.7 4 4.6 5.2 6.1 6.8 7.3 8 8.7 9.4 10.1 10.9 11.8 12.7 13.7 14.2 14.9 15.7 16.8 18 19.4 21 23.6 26.6 29
 0.2 0.1 0.2 0.1 0.2 0.2 0.1 0.2 0.2 0.2 0.3 0.3 0.2 0.3 0.7 0.6 0.8 0.8 0.4 0.9 0.8 0.7 0.5 1.1 1.2 1.3 1 1.5 1.4 1.3 1.7 2.3 2.7 3.4 4.1 4.9 5.3 6 5.7 5.1 5.3 6.3 7.1 8.6 9.3 10.3 11.9 11 12.5 14.9 17.4 19.5 19.8 20 21.7 22.6 24.1 24.2 27.7 28.1 29.5 35.1 35.9 41.4 39 41 42.5 41.3 45.1 42.2 40.5 43.6 38.8
 0.2 0.2 0.3 0.3 0.5 0.8 1.1 1 0.9 0.9 0.8 0.8 1.4 1 0.8 0.5 0.6 0.4 0.8 1 1.4 1.6 1.5 1.6 1.4 1.2 0.9 1.2 1.4 1.6 1.7 2 2.4 2.9 3.5 4.2 4.7 4.9 4.2 3.8 3.6 3.8 4.2 4.5 4.9 5.6 6.5 7.3 8 9.8 10.2 12 13 12.7 14.5 15.7 16.9 17.5 19.4 18.6 20.3 22.6 24.8 27.2 28.9 27.3 29.2 31.7 32.9 36.7 41.7 43 44.8
 0.1 0.2 0.2 0.3 0.5 0.6 0.8 0.8 0.7 0.7 0.6 0.6 0.6 0.5 0.4 0.2 0.2 0 0.3 0.7 1.1 1.2 1.1 1.1 1.1 0.9 0.6 0.9 1.1 1.4 1.5 1.7 1.9 2.1 2.3 2.5 2.8 2.8 2.2 2.1 1.9 2.1 2.5 2.7 3.1 3.4 4.1 4.6 5 6.1 6.3 7.1 7.7 6.8 6.7 7 7.3 8 9 6.8 6.9 8 9.2 10.3 11.2 10.5 10.8 11.1 9.7 11.2 11.5 10.8 11.3
 0 0 0 0 0 0.2 0.3 0.2 0.2 0.2 0.2 0.2 0.8 0.6 0.4 0.3 0.5 0.4 0.5 0.4 0.3 0.4 0.4 0.5 0.3 0.3 0.2 0.3 0.2 0.2 0.2 0.3 0.6 0.8 1.2 1.6 1.9 2.1 1.9 1.7 1.7 1.7 1.7 1.8 1.8 2.2 2.4 2.7 3 3.7 4 4.9 5.3 6 7.8 8.7 9.6 9.5 10.4 11.7 13.4 14.6 15.7 16.9 17.7 16.8 18.4 20.5 23.2 25.5 30.1 32.2 33.4
 7.7 8.2 8.1 7 6.5 7.3 7.6 7.6 7.8 8.2 8.9 8.7 8.7 8.7 8.5 8.5 9 10.8 13.9 16.5 19.2 20.9 23.3 24.7 26.4 29.2 31.9 35.1 38.8 42.6 45.1 47.9 52 55.3 59.9 65.3 71.6 79.9 88.6 98.8 108.5 120.7 133.5 144.4 160.1 184.2 209 223.9 239.3 263.8 291.8 324.4 349.6 371.6 391.5 424.4 464.9 503.6 537.5 574.3 617.7 673 708.1 736 765.7 806.8 850.5 890.4 949.7 999.3 1068.5 1150.8 1223.8
 5.1 5.3 5.4 5.2 5.1 5.5 6 4.7 5.2 5.2 5.5 5.9 6.4 7.2 7.6 7.8 8.2 9.3 11 12.5 13.8 15.1 16.3 17.4 18.5 20 21.9 23.8 26.2 29 31.1 34 37 39.4 42.4 46.3 50.8 56.8 63.2 71.1 80.2 92 103.4 113.8 126.9 144.5 165.4 180.1 196.5 214.3 235 260.5 284.6 306.8 325.1 349.5 380.5 410.8 439 467.9 503 545.8 576.1 601.6 629.5 662.6 694.7 726.5 766.4 808.3 858.4 929 984.2
 0.1 0.1 0.1 0.1 0.1 0 0 0 0.1 0.1 0.1 0.1 0.1 0 0 0 0 0.1 0.1 0.1 0.1 0.2 0.2 0.2 0.2 0.2 0.2 0.3 0.3 0.3 0.4 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.8 0.9 1 1.1 1.3 1.5 1.8 2.2 2.7 3.1 3.6 3.9 4.3 4.7 5.3 5.9 6.3 6.9 7.4 8.2 8.7 9.2 10 10.6 11.3 11.9 12.1 12.2 12.7 13.1 13.8 14.8 15.7 16.9 18.1
 0.5 0.6 0.6 0.6 0.6 0.8 0.8 0.7 0.7 0.8 0.8 0.8 0.9 1 1 0.9 1 1 1.2 1.2 1.4 1.7 1.6 1.5 1.5 1.6 1.8 1.7 1.8 2.2 2.6 2.8 3 3 3.1 3.3 3.6 3.9 4.2 4.7 5.5 6.5 7.7 8.4 9.5 12.3 15.4 17.6 20.1 21.8 25 28.3 31.2 32 33.2 35.5 38.1 37.6 40.8 42.8 48 53.6 55.9 59 62.5 66.7 72.9 79.9 81.7 83.4 91.8 110.9 115.8
 4.5 4.7 4.7 4.5 4.5 4.7 5.2 4 4.5 4.4 4.7 5 5.5 6.1 6.6 6.8 7.2 8.2 9.7 11.1 12.2 13.2 14.5 15.6 16.8 18.2 19.8 21.8 24.1 26.5 28.2 30.8 33.6 36 38.8 42.4 46.5 52.1 58.3 65.5 73.7 84.3 94.4 104 115.5 130 147.3 159.3 172.8 188.6 205.7 227.5 248.1 268.9 285.6 307.1 335 365 389.5 415.9 444.9 481.5 508.9 530.8 554.9 583.7 609 633.6 670.9 710.1 750.8 801.2 850.3
 3.4 3.6 3.7 3.5 3.4 3.5 3.9 2.7 3.1 3 3.2 3.5 3.8 4.2 4.6 4.9 5.4 6.2 7.3 8.4 9.3 10 11 12.1 13.1 14.5 15.6 17.4 19.3 21.3 22.7 25.1 27.5 29.8 32.3 35.4 38.8 43.5 48.9 55.2 61.9 70.3 78.4 86.9 97.1 106.7 120.2 132.1 144.1 157.9 173 191.5 208.6 225.9 241.5 259.4 282.7 305.2 326.6 351.3 377.7 411.2 434.6 456.3 478.9 501.7 523.1 542.3 569.8 597 625.7 661.8 696.4
 0.6 0.6 0.6 0.5 0.6 0.7 0.7 0.7 0.8 0.8 0.8 0.8 0.9 1.1 1.2 1.1 1.1 1.2 1.4 1.7 1.7 1.7 2 2.2 2.2 2.2 2.4 2.8 3 3.1 3.3 3.5 3.7 3.9 4.2 4.5 4.9 5.5 6 6.6 7.4 8.4 9.4 10.2 11.3 14.1 16 16.6 17.5 18.8 21 24.3 27.8 30.3 31.2 32 33.7 36.2 39 41.6 44.4 48.1 51.2 53.4 56.4 60 64.4 68.2 72.4 76.8 82.6 89.8 96.3
 0.5 0.5 0.5 0.5 0.5 0.6 0.7 0.6 0.6 0.6 0.7 0.7 0.8 0.8 0.8 0.8 0.8 0.9 1 1 1.2 1.6 1.5 1.4 1.4 1.5 1.8 1.7 1.8 2.1 2.1 2.3 2.4 2.2 2.3 2.5 2.8 3.2 3.4 3.7 4.4 5.6 6.5 6.9 7.1 9.2 11.1 10.6 11.1 11.9 11.6 11.7 11.7 12.7 12.9 15.7 18.6 23.6 23.9 23 22.8 22.2 23.1 21 19.6 22.1 21.5 23 28.7 36.2 42.5 49.7 57.6
 2.6 2.9 2.6 1.8 1.3 1.8 1.6 2.9 2.6 3 3.4 2.8 2.2 1.5 0.9 0.7 0.8 1.6 2.8 4 5.3 5.9 7 7.3 7.9 9.2 10 11.3 12.5 13.5 13.9 13.9 15 15.9 17.5 19 20.8 23.1 25.3 27.7 28.3 28.7 30.1 30.6 33.2 39.6 43.6 43.8 42.8 49.5 56.8 64 65 64.8 66.4 75 84.4 92.8 98.4 106.3 114.7 127.2 132.1 134.3 136.2 144.2 155.8 163.8 183.3 191 210.1 221.8 239.6
 2.4 2.7 2.4 1.6 1.2 1.6 1.5 2.8 2.4 2.8 3.1 2.6 2.1 1.4 0.8 0.6 0.7 1.4 2.5 3.6 4.9 5.4 6.4 6.7 7.3 8.5 9.3 10.4 11.5 12.5 12.8 12.7 13.8 14.5 16 17.2 19 21 23 25.2 25.6 25.8 27 27.1 29.1 34.7 38.1 38.1 36.9 42.8 49 55.1 55.4 54.2 54.2 60.5 67.6 74.2 78.8 84.8 88.7 98.5 103.2 104.2 104.5 108.7 117.3 122.5 139.3 142.4 157.3 165 183.1
 0.2 0.2 0.2 0.2 0.1 0.1 0.1 0.1 0.2 0.2 0.2 0.2 0.2 0.1 0.1 0.1 0.1 0.2 0.3 0.4 0.5 0.5 0.5 0.6 0.6 0.7 0.8 0.9 1.1 1.1 1.1 1.2 1.3 1.3 1.5 1.8 1.9 2.1 2.3 2.4 2.7 3 3.1 3.5 4.1 4.9 5.5 5.7 5.9 6.6 7.8 8.9 9.5 10.6 12.2 14.4 16.8 18.6 19.6 21.5 26 28.7 28.9 30.1 31.7 35.5 38.6 41.3 44 48.6 52.9 56.8 56.5
 4.4 4.6 4.7 4.5 4.7 5.6 6 7.3 6.9 7.7 7.6 7.8 9.5 15.2 25.6 32.3 35.3 22.4 17.6 18.1 20.1 21.2 27.7 31.5 32.4 33 34.8 37.2 39.8 42.9 44.9 48.1 51.6 55.5 59.3 64.4 69.3 78.4 87.4 97.8 107.5 119.4 130.9 143.1 155.4 169.8 189.6 206.4 225.1 244.8 266.3 295.7 325.5 353.1 375.8 411 444.3 471.1 499.9 532.6 567.3 609.4 645.1 671.8 695.8 717 735.8 759.4 790 819.7 855.8 904.1 946.3
 0.9 0.9 1 0.9 1.2 1.7 1.8 3.6 3.1 3.6 3.5 3.5 5.1 10.7 21 27.3 30 16.2 10.3 9.6 10.7 11.1 16.6 19.3 19.1 18.3 19 19.6 20.2 21.3 21.7 22.6 23.7 25.2 26.5 28.5 30 34.3 37.9 41.9 44.9 48.3 51.7 55.4 57.4 62 68.4 73.3 79.9 85.8 91.8 102.5 115.1 125.3 132.3 149.4 159 163.1 170.3 178 185.7 193.9 205.9 210.7 211.9 209.9 206.9 211 213.2 215.3 221.8 233.4 241.4
 3.5 3.6 3.7 3.6 3.5 3.9 4.2 3.7 3.9 4.1 4.2 4.3 4.4 4.5 4.7 4.9 5.4 6.2 7.3 8.5 9.4 10.1 11.2 12.3 13.3 14.7 15.8 17.6 19.6 21.6 23.1 25.5 27.9 30.2 32.9 35.9 39.3 44.1 49.5 55.9 62.6 71.1 79.2 87.7 98 107.7 121.2 133.1 145.1 159 174.5 193.2 210.4 227.8 243.5 261.7 285.3 308.1 329.6 354.6 381.6 415.5 439.2 461.1 483.9 507.1 528.9 548.4 576.8 604.4 634 670.7 704.8
