 1929 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940 1941 1942 1943 1944 1945 1946 1947 1948
 51118 46867 39775 31090 29572 34331 37376 42948 47969 45034 48149 52170 64825 85296 109582 121252 123252 119614 130066 142047
 51117 46866 39774 31089 29571 34330 37375 42947 47968 45033 48147 52167 64819 85286 109598 121303 123316 119654 129996 141961
 45996 41520 34317 25907 24214 28024 30613 34797 40152 36462 39574 43352 54267 68905 82507 87523 86369 95373 110388 121568
 1419 1291 1022 757 695 755 864 954 1105 1085 1097 1139 1370 1786 2194 2401 2514 2780 3061 3306
 1304 1181 918 673 620 682 778 871 992 983 992 1033 1252 1634 2030 2207 2306 2542 2793 3000
 115 110 104 84 75 73 86 83 113 102 105 106 118 152 164 194 208 238 268 306
 1539 1349 1011 698 700 927 985 1162 1368 1170 1204 1360 1621 1855 2072 2285 2261 2482 3071 3546
 204 169 104 54 53 69 89 130 206 148 168 203 246 287 324 277 240 243 309 354
 265 256 208 153 134 162 143 142 141 123 130 124 143 165 187 209 203 249 263 1953
 618 515 387 266 284 394 430 515 573 462 480 570 712 858 957 1091 1056 1115 1469 -1
 326 298 228 172 182 245 262 296 351 356 335 357 383 374 425 538 595 656 769 947
 126 111 84 53 47 57 61 79 97 81 91 106 137 171 179 170 167 219 261 292
 2540 2142 1529 863 639 788 920 1350 1463 1348 1650 1820 3073 4924 4119 3036 3106 4662 6171 7521
 16242 13990 10932 7782 7920 9745 10960 12671 15185 12492 14320 16396 22774 32247 42657 44958 40180 38259 44613 48699
 8620 7011 4925 3116 3187 4248 5043 6264 7972 5893 7193 8865 13514 21139 29828 31102 25582 21179 25161 27466
 713 547 309 179 201 255 303 384 459 393 432 489 654 795 882 910 884 1094 1400 3061
 617 491 389 255 255 278 329 399 464 395 458 492 630 701 766 799 830 1105 1377 -2
 627 533 390 243 231 290 334 410 506 428 494 542 710 808 875 880 899 1186 1409 1602
 2147 1820 1230 736 821 1089 1314 1703 2196 1494 1907 2334 3347 4724 6817 7089 6090 4721 5966 11504
 544 421 326 207 207 267 321 383 484 377 453 547 780 1066 1360 1393 1304 1413 1492 -3
 1408 1185 783 497 500 685 832 1050 1391 1009 1167 1505 2435 3712 4319 4356 4069 4150 5049 5614
 868 720 491 290 306 413 466 582 778 569 673 808 1224 1805 2479 2834 2544 2355 2860 2992
 982 636 515 370 352 571 694 798 1007 631 864 1098 1538 1713 1001 1096 945 1941 2441 2693
 264 256 168 118 94 134 146 209 286 235 324 555 1518 4899 10146 10545 6797 1851 1678 -3
 450 402 324 221 220 266 304 346 401 362 421 495 678 916 1183 1200 1220 1363 1489 -3
 7622 6979 6007 4666 4733 5497 5917 6407 7213 6599 7127 7531 9260 11108 12829 13856 14598 17080 19452 21233
 1586 1540 1346 1115 1149 1344 1411 1532 1731 1644 1707 1790 2018 2392 2764 3106 3269 3760 4293 4574
 143 131 109 85 74 84 84 90 101 98 102 108 119 125 152 165 179 197 207 215
 1465 1207 1072 774 903 1012 1117 1178 1303 1061 1224 1261 1673 2001 2137 2127 2199 2808 3226 3683
 1055 916 784 561 572 693 783 850 895 843 967 980 1261 1497 1786 1965 2078 2558 2747 2985
 434 416 354 276 282 336 361 402 475 431 467 514 651 730 848 919 975 1188 1409 1575
 1243 1248 1071 843 722 813 872 958 1076 1026 1037 1044 1119 1134 1225 1353 1526 1983 2347 2607
 671 629 536 420 428 502 532 584 701 653 702 849 1150 1731 2118 2172 2210 2076 2396 2617
 248 248 200 166 156 181 204 219 265 272 280 326 388 477 576 705 773 823 979 1117
 283 224 169 133 142 178 184 213 243 194 236 258 351 414 575 670 662 781 869 850
 494 420 366 293 305 354 369 381 423 377 405 401 530 607 648 674 727 906 979 1010
 6362 5904 5059 3953 3627 3936 4192 4703 5287 4929 5220 5523 6326 7499 8980 10154 10797 12176 13316 14497
 4813 4332 3622 2736 2537 2766 2961 3357 3762 3380 3644 3866 4520 5596 6956 7988 8387 9103 9750 10375
 3303 2926 2407 1752 1628 1782 1894 2154 2377 2100 2240 2373 2803 3532 4264 4713 4758 5135 5439 5817
 661 621 541 435 373 389 405 435 471 450 455 441 472 609 785 880 958 1210 1279 1249
 333 322 295 263 258 286 327 366 426 416 465 524 643 771 883 964 1052 1261 1467 1677
 215 195 168 137 144 154 162 198 238 180 224 240 274 314 487 760 902 701 632 668
 5 9 13 14 14 14 17 22 28 31 36 45 57 80 118 135 160 249 288 310
 48 42 38 29 29 34 36 40 49 46 44 46 51 58 69 82 87 93 111 132
 248 217 160 106 91 107 120 142 173 157 180 197 220 232 350 454 470 454 534 522
 766 769 695 589 520 554 569 621 713 733 750 782 878 966 1093 1188 1349 1766 1991 2306
 756 754 674 565 499 529 542 587 668 684 695 720 807 890 1006 1083 1227 1619 1819 2098
 10 15 21 24 21 25 27 34 45 49 55 62 71 76 87 105 122 147 172 208
 783 803 742 628 570 616 662 725 812 816 826 875 928 937 931 978 1061 1307 1575 1816
 751 771 712 602 547 591 636 697 785 790 798 845 897 904 898 942 1021 1261 1523  NaN 
 32 32 30 26 23 25 26 28 27 26 28 30 31 33 33 36 40 46 52  NaN 
 3396 3219 2756 2151 1894 2191 2381 2596 2983 2999 3140 3357 3934 4181 4365 4754 5306 6905 8238 9147
 5977 5546 4877 3804 3436 3967 4301 4744 5458 5340 5588 6016 6838 7166 7922 8670 9858 13315 15402 16910
 2983 2802 2522 2141 1935 2027 2106 2307 2517 2453 2515 2592 2744 2855 3001 3149 3416 4294 4701 5260
 782 737 668 581 498 515 522 540 572 584 598 620 651 707 761 823 896 1078 1215 1331
 407 320 267 235 245 234 206 251 259 196 179 169 157 130 153 165 226 284 235 243
 256 246 222 198 178 184 200 232 255 233 231 244 270 269 250 241 245 311 358 416
 821 828 777 647 578 603 645 689 757 768 796 819 870 909 940 967 1031 1295 1476 1669
 239 231 209 186 165 179 189 205 223 227 231 230 244 265 282 296 321 427 463 528
 478 440 379 294 271 312 344 390 451 445 480 510 552 575 615 657 697 899 954 1073
 5538 5277 4609 3758 3368 3688 3904 4310 4786 4646 4840 5149 5587 6392 7197 8116 8931 10500 11815 12682
 427 409 343 258 219 272 289 318 363 368 376 402 430 459 541 631 695 835 905 948
 755 730 646 526 459 500 529 584 652 634 638 712 799 925 1078 1182 1311 1634 1753 1822
 34 33 27 19 16 18 22 26 31 29 28 28 46 91 133 102 59 69 92 -4
 359 371 311 262 243 294 326 392 414 412 433 443 491 507 554 652 752 962 1105 1270
 108 106 98 83 73 76 81 84 91 95 97 94 125 148 214 243 245 310 361 369
 310 313 307 241 227 253 282 317 360 346 353 353 386 425 477 531 573 703 719 683
 323 299 256 191 161 176 180 205 239 216 230 246 270 281 291 337 384 524 566 611
 398 406 386 346 317 324 349 388 433 468 478 513 558 641 743 844 931 1135 1412 1532
 124 131 132 126 118 116 121 126 135 138 142 144 151 150 149 159 169 184 209 228
 296 307 311 303 281 279 284 295 312 330 337 348 362 389 433 465 494 579 728 896
 605 612 589 531 487 492 489 507 509 519 521 565 606 682 785 883 952 1166 1280 1464
 81 75 55 36 34 37 40 51 57 65 75 80 123 214 199 197 221 275 334 495
 1718 1485 1148 836 733 851 912 1017 1190 1026 1132 1221 1240 1480 1600 1890 2145 2124 2351 2364
 5121 5346 5457 5182 5357 6306 6762 8150 7816 8571 8573 8815 10552 16381 27091 33780 36947 24281 19608 20393
 1488 1529 1534 1456 1680 2269 2420 4274 3732 4250 4183 4288 5887 11612 22092 28502 31217 17680 11770 11232
 907 945 952 912 1195 1729 1806 3612 3057 3552 3464 3542 5079 10694 20953 27314 29969 16188 10305 9556
 581 584 582 544 485 540 614 662 675 698 719 746 808 918 1139 1188 1248 1490 1465 1676
 3633 3817 3923 3726 3677 4037 4342 3876 4084 4321 4390 4527 4665 4769 4999 5278 5730 6601 7838 9161
 3456 3630 3737 3565 3531 3884 4178 3696 3889 4121 4185 4289 4388 4473 4663 4938 5370 6195 7338 8521
 177 187 186 161 146 153 164 180 195 200 205 238 277 296 336 340 360 406 500 640
 1 1 1 1 1 1 1 1 1 1 2 3 6 10 -16 -51 -64 -40 69 86
 2863 2652 2278 1871 1677 1802 1882 2044 2272 2152 2276 2435 2533 2918 3240 3719 4117 4492 5140 5603
 42595 38466 31896 24074 22554 26239 28738 32732 37767 34234 37239 40878 51578 65580 78729 83149 81582 90265 104496 115320

